no_colname	no_colname	no_colname	no_colname	no_colname	no_colname
HOG637.fa	WP_004979954.1	8.95e-11	fig|470.10130.peg.7345|	iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG638.fa	WP_034580861.1	1.48e-51	fig|470.7268.peg.3013|	TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG640.fa	WP_032869532.1	4.94e-86	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG6418.fa	WP_000279936.1	2.19e-16	fig|470.5623.peg.4092|	Pyoverdine chromophore precursor synthetase PvdL @ Siderophore biosynthesis non-ribosomal peptide synthetase modules   [Acinetobacter baumannii strain 4300STDY7045820 | 470.5623]	VFDB
HOG641.fa	WP_058952315.1	1.48e-20	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG642.fa	WP_017390758.1	1.72e-30	fig|470.10130.peg.7345|	iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG643.fa	WP_000364473.1	6.03e-42	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG644.fa	WP_097079487.1	1.46e-16	fig|470.10130.peg.7345|	iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG6455.fa	WP_004730370.1	9.44e-20	fig|470.3482.peg.1866|CAS84_19155|	IS1 protein InsB   [Acinetobacter baumannii strain ARLG1314 | 470.3482]	VFDB
HOG6457.fa	WP_000713426.1	1.47e-06	fig|470.7268.peg.5073|	Protein FimF (regulates length and adhesion of type 1 fimbriae)   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG645.fa	WP_000413999.1	5.58e-13	fig|470.9257.peg.5101|	TonB-dependent hemin, ferrichrome receptor   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG646.fa	WP_070070071.1	3.75e-106	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG6475.fa	WP_000898887.1	6.34e-18	fig|470.7268.peg.7483|	Chaperone protein FimC   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG647.fa	WP_081407226.1	2.04e-131	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG648.fa	WP_004671029.1	4.69e-127	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG6492.fa	WP_000138429.1	0.010	fig|470.6734.peg.4331|	Clumping factor ClfB, fibrinogen binding protein   [Acinetobacter baumannii strain MRSN2441 | 470.6734]	VFDB
HOG649.fa	WP_016655726.1	3.83e-102	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG650.fa	WP_016655015.1	5.96e-91	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG651.fa	WP_005211288.1	5.34e-96	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG652.fa	WP_004819776.1	4.02e-93	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG6537.fa	WP_079261876.1	4.54e-19	fig|470.9259.peg.7772|	Chaperone protein FimC   [Acinetobacter baumannii strain aba45acb | 470.9259]	VFDB
HOG653.fa	WP_004717568.1	4.42e-107	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG654.fa	WP_001189915.1	1.23e-101	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG655.fa	WP_005033334.1	6.94e-81	fig|470.5054.peg.5732|BQ1898_00044|	Outer membrane receptor for ferric-pyochelin FptA @ Outer membrane receptor for ferric siderophore   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG662.fa	WP_000044601.1	5.23e-08	fig|1768242.3.peg.3235|AT984_15595|	Transcriptional regulator of acrAB operon, AcrR   [Paucibacter sp. KCTC 42545 | 1768242.3]	PATRIC
HOG665.fa	WP_000046156.1	1.20e-63	fig|1561081.3.peg.3275|	Nicotinamidase family protein YcaC   [Acinetobacter genomosp. NB14 strain JVAP01 | 1561081.3]	VFDB
HOG6665.fa	WP_005251952.1	5.64e-161	fig|470.5054.peg.685|BQ1898_05311|	Type IV pilus assembly ATPase component PilU   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG6760.fa	WP_081241756.1	2.36e-04	fig|470.5054.peg.664|BQ1898_05291|	Transcriptional regulator, AraC family   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG6788.fa	WP_005249016.1	0.010	fig|470.10130.peg.4537|	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG6811.fa	WP_038345905.1	2.04e-123	fig|470.6998.peg.453|	UDP-N-acetyl-D-mannosamine dehydrogenase (EC 1.1.1.336)   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG6813.fa	WP_007478216.1	1.24e-04	fig|470.7020.peg.4413|	Capsular polysaccharide synthesis enzyme Cap8H   [Acinetobacter baumannii strain MRSN7468 | 470.7020]	VFDB
HOG684.fa	WP_092616216.1	2.09e-04	fig|470.10136.peg.1058|	Type 1 fimbriae regulatory protein FimB   [Acinetobacter baumannii SRR3217271 | 470.10136]	VFDB
HOG6857.fa	WP_004799708.1	0.009	fig|1460643.3.peg.3562|	Two component system sensor histidine kinase MtrB   [Arthrobacter sp. JCM 19049 | 1460643.3]	PATRIC
HOG6897.fa	WP_004682864.1	1.78e-19	fig|470.2575.peg.3056|	Acyl carrier protein   [Acinetobacter baumannii strain 3.5D | 470.2575]	VFDB
HOG693.fa	WP_000190202.1	0.003	fig|470.9259.peg.2655|	Type 1 fimbriae regulatory protein FimE   [Acinetobacter baumannii strain aba45acb | 470.9259]	VFDB
HOG7031.fa	WP_005093792.1	1.86e-07	fig|219305.4.peg.3257|MCAG_03977|VBIMicSp97049_3257|	Two component system sensor histidine kinase MtrB   [Micromonospora sp. ATCC 39149 | 219305.4]	PATRIC
HOG7037.fa	WP_004963463.1	3.13e-52	fig|470.5054.peg.5658|BQ1898_06315|	HtrA protease/chaperone protein   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7047.fa	WP_005253250.1	3.56e-09	fig|470.5054.peg.686|BQ1898_05312|	Twitching motility protein PilT   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG706.fa	WP_000049406.1	5.90e-28	fig|470.5622.peg.8160|SAMEA104305299_03202|	ABC transporter, ATP-binding protein   [Acinetobacter baumannii strain 4300STDY7045804 | 470.5622]	VFDB
HOG70.fa	WP_004657039.1	4.50e-09	fig|470.3275.peg.3248|BS576_07910|	Tetracycline resistance, MFS efflux pump => Tet(B)   [Acinetobacter baumannii strain Ab158_GEIH-2000 | 470.3275]	VFDB
HOG710.fa	WP_016655293.1	6.38e-05	fig|470.5054.peg.3167|BQ1898_05566|	Alginate export system AlgK/AlgE, periplasmic component AlgK   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7167.fa	WP_001098185.1	0.006	fig|470.5054.peg.1895|BQ1898_02624|	Type IV fimbriae expression regulatory protein PilR   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7184.fa	WP_081402023.1	7.41e-20	fig|470.5054.peg.1482|BQ1898_06148|	T6SS component TssM (IcmF/VasK)   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7187.fa	WP_005246354.1	3.08e-45	fig|470.7268.peg.3001|	2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG7196.fa	WP_004865692.1	7.82e-05	fig|1293573.3.peg.3285|	Multidrug resistance regulator EmrR (MprA)   [Aquitalea pelogenes strain CCM 7557 | 1293573.3]	PATRIC
HOG7201.fa	WP_064095101.1	2.13e-30	fig|470.5054.peg.3259|BQ1898_01304|	T6SS AAA+ chaperone ClpV (TssH)   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7222.fa	WP_054580614.1	3.36e-08	fig|470.9210.peg.3632|	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronic acid acetyltransferase (EC 2.3.1.201)   [Acinetobacter baumannii strain 20823 | 470.9210]	VFDB
HOG722.fa	WP_000837521.1	5.37e-05	fig|470.5054.peg.3167|BQ1898_05566|	Alginate export system AlgK/AlgE, periplasmic component AlgK   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7327.fa	WP_016162602.1	4.75e-08	fig|470.6507.peg.3929|	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)   [Acinetobacter baumannii strain 468 | 470.6507]	VFDB
HOG7395.fa	WP_008307385.1	8.20e-153	fig|470.5054.peg.685|BQ1898_05311|	Type IV pilus assembly ATPase component PilU   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG742.fa	WP_000051217.1	2.54e-25	fig|1286094.4.peg.6061|STRAU_6135|VBIStrAur297801_6061|	Two component system sensor histidine kinase MtrB   [Streptomyces aurantiacus JA 4570 | 1286094.4]	PATRIC
HOG743.fa	WP_000371970.1	5.65e-16	fig|384676.9.peg.84|PSEEN0086|VBIPseEnt83862_0084|	Alginate biosynthesis two-component system sensor histidine kinase KinB   [Pseudomonas entomophila L48 | 384676.9]	PATRIC
HOG744.fa	WP_001160331.1	5.01e-56	fig|470.5054.peg.1896|BQ1898_02625|	Two-component sensor PilS   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG745.fa	WP_020753299.1	3.52e-21	fig|1229486.3.peg.4731|VBIGamPro256516_4731|	Alginate biosynthesis two-component system sensor histidine kinase KinB   [gamma proteobacterium L18 | 1229486.3]	PATRIC
HOG746.fa	WP_000194111.1	1.46e-22	fig|216595.4.peg.330|PFLU0087|VBIPseFlu98510_0330|	Alginate biosynthesis two-component system sensor histidine kinase KinB   [Pseudomonas fluorescens SBW25 | 216595.4]	PATRIC
HOG747.fa	WP_081401988.1	3.12e-18	fig|1120930.3.peg.4681|VBIActCya274376_4681|	Two component system sensor histidine kinase MtrB   [Actinoalloteichus cyanogriseus DSM 43889 | 1120930.3]	PATRIC
HOG748.fa	WP_004695743.1	3.08e-33	fig|1267981.3.peg.865|VBIArtSp268596_0865|	Two component system sensor histidine kinase MtrB   [Arthrobacter sp. H20 | 1267981.3]	PATRIC
HOG749.fa	WP_019383611.1	3.47e-24	fig|1120943.3.peg.171|VBIActGer253831_0171|	Two component system sensor histidine kinase MtrB   [Actinomyces gerencseriae DSM 6844 | 1120943.3]	PATRIC
HOG7500.fa	WP_032055045.1	1.73e-30	fig|470.5054.peg.686|BQ1898_05312|	Twitching motility protein PilT   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG750.fa	WP_001257358.1	3.45e-24	fig|1028989.3.peg.1628|	Alginate biosynthesis two-component system sensor histidine kinase KinB   [Pseudomonas sp. StFLB209 | 1028989.3]	PATRIC
HOG751.fa	WP_000559383.1	2.85e-20	fig|1095025.3.peg.2264|	Two component system sensor histidine kinase MtrB   [Demequina flava strain NBRC 105854 | 1095025.3]	PATRIC
HOG752.fa	WP_001983635.1	2.96e-14	fig|1120947.3.peg.1025|VBIActVac256475_1025|	Two component system sensor histidine kinase MtrB   [Actinomyces vaccimaxillae DSM 15804 | 1120947.3]	PATRIC
HOG753.fa	WP_000837455.1	1.37e-37	fig|1519492.3.peg.2859|ADL03_13435|	Two component system sensor histidine kinase MtrB   [Nocardia sp. NRRL S-836 | 1519492.3]	PATRIC
HOG754.fa	WP_001009554.1	1.54e-24	fig|1736354.3.peg.3244|ASG36_16070|	Two component system sensor histidine kinase MtrB   [Geodermatophilus sp. Leaf369 | 1736354.3]	PATRIC
HOG7567.fa	WP_001070970.1	0.007	fig|1236550.3.peg.1509|C884_0802|VBIKocPal258824_1509|	Two component system response regulator MtrA   [Kocuria palustris PEL | 1236550.3]	PATRIC
HOG7600.fa	WP_005242539.1	9.76e-11	fig|470.5054.peg.1484|BQ1898_06150|	T6SS protein serine/threonine phosphatase PppA   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7606.fa	WP_000961023.1	3.37e-21	fig|470.5054.peg.1485|	T6SS Serine/threonine protein kinase (EC 2.7.11.1) PpkA   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7654.fa	WP_001447826.1	2.02e-50	fig|470.3433.peg.3615|B9Y09_01565|	Tn21 protein of unknown function Urf2   [Acinetobacter baumannii strain PR395 | 470.3433]	VFDB
HOG7676.fa	WP_002118089.1	0.006	fig|470.9260.peg.3790|	Phenazine biosynthesis protein PhzA   [Acinetobacter baumannii strain abaGIM | 470.9260]	VFDB
HOG7690.fa	WP_061523999.1	5.56e-15	fig|1628855.3.peg.4339|AI28_21490|	Multidrug resistance regulator EmrR (MprA)   [bacteria symbiont BFo1 of Frankliniella occidentalis | 1628855.3]	PATRIC
HOG7713.fa	WP_005108943.1	0.004	fig|470.7020.peg.4057|	Zinc metalloproteinase aureolysin (EC 3.4.24.29)   [Acinetobacter baumannii strain MRSN7468 | 470.7020]	VFDB
HOG7761.fa	WP_005026707.1	7.88e-38	fig|470.5054.peg.5725|BQ1898_00037|	2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [pyochelin] siderophore @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7787.fa	WP_005167489.1	0.009	fig|470.5054.peg.1893|BQ1898_02622|	Type IV fimbrial biogenesis protein FimT   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7847.fa	WP_003651732.1	5.33e-12	fig|470.5054.peg.1074|BQ1898_06009|	MbtH-like NRPS chaperone   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7870.fa	WP_016654664.1	4.48e-15	fig|470.5054.peg.950|BQ1898_06231|	Trans-2,3-dihydro-3-hydroxyanthranilate isomerase (EC 5.3.3.17)   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG7871.fa	WP_004791317.1	2.56e-07	fig|1141663.3.peg.3429|OOC_16854|VBIProRet235505_3429|	Transcriptional regulator of acrAB operon, AcrR   [Providencia rettgeri Dmel1 | 1141663.3]	PATRIC
HOG7882.fa	WP_019457407.1	2.18e-05	fig|1121018.3.peg.190|VBIArsNas272077_0190|	Transcriptional regulator of acrAB operon, AcrR   [Arsenophonus nasoniae DSM 15247 | 1121018.3]	PATRIC
HOG7890.fa	WP_031947019.1	2.78e-26	fig|470.6998.peg.464|	Probable polysaccharide biosynthesis protein EpsC   [Acinetobacter baumannii strain MRSN7434 | 470.6998]	VFDB
HOG7912.fa	WP_019458238.1	1.45e-10	fig|469595.3.peg.1122|CSAG_00258|VBICitSp98337_1122|	Transcriptional regulator of acrAB operon, AcrR   [Citrobacter sp. 30_2 | 469595.3]	PATRIC
HOG7944.fa	WP_088823584.1	0.0	fig|470.7268.peg.3010|	Enterobactin synthetase component F, serine activating enzyme (EC 2.7.7.-)   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG7945.fa	WP_042896350.1	5.55e-41	fig|470.7268.peg.3012|	Enterobactin esterase   [Acinetobacter baumannii strain SIUA3 | 470.7268]	VFDB
HOG7953.fa	WP_002063389.1	8.13e-07	fig|470.10130.peg.4537|	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG7998.fa	WP_005255201.1	1.08e-08	fig|1658672.3.peg.2061|ADJ79_08105|	Transcriptional regulator of acrAB operon, AcrR   [Ottowia sp. oral taxon 894 strain W10237 | 1658672.3]	PATRIC
HOG8022.fa	WP_004903366.1	2.48e-12	fig|1044999.3.peg.3283|ETR_14521|VBIErwTra207570_3283|	Transcriptional regulator of acrAB operon, AcrR   [Erwinia tracheiphila PSU-1 | 1044999.3]	PATRIC
HOG8099.fa	WP_004673123.1	1.88e-09	fig|470.5054.peg.517|BQ1898_01504|	LasA protease precursor   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG810.fa	WP_000056617.1	1.74e-12	fig|1002368.3.peg.2187|HMPREF0880_02388|VBIYokReg189340_2187|	Transcriptional regulator of acrAB operon, AcrR   [Yokenella regensburgei ATCC 43003 | 1002368.3]	PATRIC
HOG813.fa	WP_000057216.1	0.003	fig|470.5054.peg.6902|BQ1898_05725|	Flagellar synthesis regulator FleN   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG8166.fa	WP_017396533.1	3.82e-08	fig|1681196.3.peg.287|AC791_07495|	Transcriptional regulator of acrAB operon, AcrR   [Klebsiella sp. RIT-PI-d | 1681196.3]	PATRIC
HOG817.fa	WP_000059225.1	8.75e-25	fig|470.5054.peg.1075|BQ1898_06010|	Pyoverdin biosynthesis protein PvdH, L-2,4-diaminobutyrate:2-oxoglutarate aminotransferase (EC 2.6.1.76)   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG8195.fa	WP_046740230.1	0.010	fig|1294143.3.peg.254|H681_01290|VBIPseDen287894_0254|	Alginate regulatory protein AlgQ, positive transcriptional regulator of AlgD   [Pseudomonas denitrificans ATCC 13867 | 1294143.3]	PATRIC
HOG8279.fa	WP_035371098.1	6.96e-07	fig|470.5054.peg.1484|BQ1898_06150|	T6SS protein serine/threonine phosphatase PppA   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG830.fa	WP_000060753.1	2.92e-51	fig|1673722.3.peg.1083|	Two component system response regulator MtrA   [Actinomyces sp. SD1 | 1673722.3]	PATRIC
HOG8318.fa	WP_016165641.1	3.75e-12	fig|406817.27.peg.920|XNC1_0959|	Transcriptional regulator of acrAB operon, AcrR   [Xenorhabdus nematophila ATCC 19061 | 406817.27]	PATRIC
HOG8390.fa	WP_009516421.1	6.74e-10	fig|470.3344.peg.3219|B4R42_05655|	Mobile element protein   [Acinetobacter baumannii strain ABUH343 | 470.3344]	VFDB
HOG8399.fa	WP_005070343.1	0.003	fig|1348852.3.peg.3409|LK11_16445|	Two component system response regulator MtrA   [Mumia flava MUSC 201 | 1348852.3]	PATRIC
HOG8433.fa	WP_046811763.1	4.69e-72	fig|470.5054.peg.2788|BQ1898_01736|	PvcA protein, related to known isonitrile synthases   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG8435.fa	WP_032054461.1	2.10e-46	fig|470.5054.peg.2789|BQ1898_01737|	PvcB protein, related to amino acid oxidizing enzymes   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG849.fa	WP_000064534.1	2.94e-26	fig|1736417.4.peg.1557|ASG83_07680|	Two component system sensor histidine kinase MtrB   [Yonghaparkia sp. Soil809 | 1736417.4]	PATRIC
HOG8508.fa	WP_067668986.1	0.008	fig|1292037.4.peg.3580|H480_18778|VBIAmyVan273440_3580|	Lipoprotein LpqB, modulates activity of MtrAB two-component system   [Amycolatopsis vancoresmycina DSM 44592 | 1292037.4]	PATRIC
HOG8560.fa	WP_032011315.1	1.07e-08	fig|470.10130.peg.4537|	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore @ 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) of siderophore biosynthesis   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG8592.fa	WP_013196687.1	5.10e-10	fig|1267600.3.peg.2601|VBIPanSp271959_2601|	Transcriptional regulator of acrAB operon, AcrR   [Pantoea sp. IMH | 1267600.3]	PATRIC
HOG8606.fa	WP_061874803.1	1.80e-29	fig|470.5054.peg.7081|BQ1898_00412|	General secretion pathway protein F   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG8607.fa	WP_005230481.1	4.91e-112	fig|470.5054.peg.7080|BQ1898_00411|	General secretion pathway protein E   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG8611.fa	WP_005230475.1	1.55e-10	fig|470.5622.peg.2675|SAMEA104305299_02143|	General secretion pathway protein G   [Acinetobacter baumannii strain 4300STDY7045804 | 470.5622]	VFDB
HOG8612.fa	WP_101236203.1	5.71e-11	fig|470.5622.peg.2675|SAMEA104305299_02143|	General secretion pathway protein G   [Acinetobacter baumannii strain 4300STDY7045804 | 470.5622]	VFDB
HOG8616.fa	WP_016655607.1	1.71e-07	fig|470.6507.peg.5314|	putative regulator PapX protein   [Acinetobacter baumannii strain 468 | 470.6507]	VFDB
HOG8652.fa	WP_051064729.1	1.41e-30	fig|470.6507.peg.4384|	General secretion pathway protein G   [Acinetobacter baumannii strain 468 | 470.6507]	VFDB
HOG879.fa	WP_092820297.1	0.002	fig|470.2575.peg.3056|	Acyl carrier protein   [Acinetobacter baumannii strain 3.5D | 470.2575]	VFDB
HOG8827.fa	WP_004819215.1	1.23e-14	fig|470.5054.peg.669|BQ1898_05296|	twitching motility protein PilJ   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG8867.fa	WP_005203565.1	1.61e-06	fig|598467.3.peg.3393|VBIBreSp150985_3393|	Transcriptional regulator of acrAB operon, AcrR   [Brenneria sp. EniD312 | 598467.3]	PATRIC
HOG8873.fa	WP_016163659.1	5.74e-06	fig|470.5054.peg.1238|BQ1898_05025|	Sigma factor PvdS, controling pyoverdin biosynthesis   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG8880.fa	WP_026040170.1	9.29e-30	fig|1117379.3.peg.1304|BABA_06241|VBIBacBat217866_1304|	Two component system response regulator MtrA   [Bacillus bataviensis LMG 21833 | 1117379.3]	PATRIC
HOG8914.fa	WP_005241858.1	9.14e-09	fig|137716.3.peg.2420|VBIIdeSp114315_2420|	Transcriptional regulator of acrAB operon, AcrR   [Ideonella sp. B508-1 | 137716.3]	PATRIC
HOG8968.fa	WP_004655841.1	6.17e-15	fig|470.6778.peg.4575|	Transcriptional regulator, Xre family   [Acinetobacter baumannii strain MRSN7130 | 470.6778]	VFDB
HOG8979.fa	WP_016164894.1	3.89e-12	fig|470.9257.peg.3613|	ABC transporter protein IroC   [Acinetobacter baumannii strain aba_imp | 470.9257]	VFDB
HOG9006.fa	WP_004657730.1	0.009	fig|470.7034.peg.4375|	T6SS component TssK (ImpJ/VasE)   [Acinetobacter baumannii strain MRSN7485 | 470.7034]	VFDB
HOG9129.fa	WP_046740112.1	6.84e-08	fig|470.2575.peg.3056|	Acyl carrier protein   [Acinetobacter baumannii strain 3.5D | 470.2575]	VFDB
HOG9131.fa	WP_050041318.1	2.58e-10	fig|1082705.9.peg.1681|	Transcriptional regulator of acrAB operon, AcrR   [Lonsdalea quercina subsp. quercina strain ATCC 29281 | 1082705.9]	PATRIC
HOG9184.fa	WP_005282556.1	2.64e-07	fig|470.5054.peg.1056|BQ1898_05992|	Pyoverdin biosynthesis protein PvdN, putative aminotransferase, class V   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG9197.fa	WP_005232264.1	2.71e-10	fig|470.3453.peg.3429|CAT54_11265|	Integron integrase IntI1   [Acinetobacter baumannii strain ARLG1840 | 470.3453]	VFDB
HOG9208.fa	WP_004899205.1	7.62e-05	fig|1544416.3.peg.937|Cocul_00932|	Two component system sensor histidine kinase MtrB   [Corynebacterium sp. NML 130210 | 1544416.3]	PATRIC
HOG9254.fa	WP_004673187.1	1.13e-06	fig|470.6507.peg.4384|	General secretion pathway protein G   [Acinetobacter baumannii strain 468 | 470.6507]	VFDB
HOG9354.fa	WP_004681781.1	0.004	fig|470.6778.peg.4662|	Cell wall surface anchor family protein   [Acinetobacter baumannii strain MRSN7130 | 470.6778]	VFDB
HOG9409.fa	WP_081398899.1	5.99e-05	fig|470.5054.peg.2792|BQ1898_01740|	Transcriptional regulator PtxR, LysR family   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG9410.fa	WP_081398911.1	1.04e-08	fig|470.10130.peg.4545|	Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)   [Acinetobacter baumannii SRR3217323 | 470.10130]	VFDB
HOG9418.fa	WP_004644586.1	0.002	fig|470.5054.peg.3494|BQ1898_02112|	Adenylate cyclase ExoY (EC 4.6.1.1)   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
HOG9433.fa	WP_004680981.1	1.09e-04	fig|649754.3.peg.1242|HMPREF0281_01321|VBICorAmm25238_1242|	Two component system sensor histidine kinase MtrB   [Corynebacterium ammoniagenes DSM 20306 | 649754.3]	PATRIC
HOG9486.fa	WP_005217015.1	0.006	fig|208964.12.peg.5748|PA5483|VBIPseAer58763_5748|	Alginate biosynthesis two-component system response regulator AlgB   [Pseudomonas aeruginosa PAO1 | 208964.12]	PATRIC
HOG9508.fa	WP_010589606.1	1.32e-27	fig|470.3381.peg.4300|B9X91_18755|	Integron integrase IntI1   [Acinetobacter baumannii strain PR354 | 470.3381]	VFDB
HOG9513.fa	WP_081399053.1	0.001	fig|2004649.3.peg.363|	ISSod13, transposase   [Acinetobacter sp. WCHA29 strain WCHA29 | 2004649.3]	VFDB
HOG959.fa	WP_000076101.1	4.66e-53	fig|470.5054.peg.1502|BQ1898_05452|	Type IV pilus biogenesis protein PilO   [Acinetobacter baumannii strain AB32_M | 470.5054]	VFDB
